# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ygbM	STM2915	AAL21795	protein_coding	0	0	1	5	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0
ygbO	STM2928	AAL21808	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ygbQ	STM2931	AAL21811	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ygcA	STM2957	AAL21837	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygcB	STM2944	AAL21824	protein_coding	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ygcF	STM2951	AAL21831	protein_coding	0	1	0	40	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	1
ygcH	STM2939	AAL21819	protein_coding	0	0	0	62	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	3
ygcY	STM2961	AAL21841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ygdD	STM2981	AAL21859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ygdE	STM2980	AAL21858	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ygdH	STM2969	AAL21848	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ygdI	STM2983	AAL21861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ygdK	STM2985	AAL21863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ygdL	STM2987	AAL21865	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygfA	STM3061	AAL21936	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ygfB	STM3059	AAL21934	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygfE	STM3060	AAL21935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yggA	STM3066	AAL21941	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
yggB	STM3067	AAL21942	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yggE	STM3065	AAL21940	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yggG	STM3077	AAL21952	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
yggH	STM3109	AAL21984	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yggJ	STM3094	AAL21969	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yggL	STM3108	AAL21983	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
yggM	STM3105	AAL21980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yggN	STM3107	AAL21982	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yggR	STM3099	AAL21974	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yggS	STM3100	AAL21975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yggV	STM3103	AAL21978	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yggW	STM3104	AAL21979	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yggX	STM3111	AAL21986	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yghA	STM3157	AAL22031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yghB	STM3162	AAL22036	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
yghJ	STM2941	AAL21821	protein_coding	0	0	0	62	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	3
yghU	STM3140	AAL22014	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yghW	STM3151	AAL22025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ygiB	STM3187	AAL22061	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ygiC	STM3188	AAL22062	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ygiD	STM3189	AAL22063	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ygiE	STM3190	AAL22064	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ygiK	STM3171	AAL22045	protein_coding	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
ygiN	STM3180	AAL22054	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygiR	STM3168	AAL22042	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ygiW	STM3176	AAL22050	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ygiX	STM3177	AAL22051	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ygiY	STM3178	AAL22052	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ygjO	STM3220	AAL22093	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygjP	STM3221	AAL22094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ygjR	STM3223	AAL22096	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygjT	STM3224	AAL22097	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ygjU	STM3225	AAL22098	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhaH	STM3234	AAL22107	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhaJ	STM3235	AAL22108	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhaK	STM3236	AAL22109	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhaL	STM3237	AAL22110	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhaN	STM3238	AAL22111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhaO	STM3239	AAL22112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhbH	STM3321	AAL22190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhbJ	STM3323	AAL22192	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhbL	STM3327	AAL22196	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhbO	STM3269	AAL22141	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yhbP	STM3270	AAL22142	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
yhbQ	STM3271	AAL22143	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yhbS	STM3272	AAL22144	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhbT	STM3273	AAL22145	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhbU	STM3274	AAL22146	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhbV	STM3275	AAL22147	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhbW	STM3276	AAL22148	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
yhbY	STM3298	AAL22168	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhbZ	STM3301	AAL22171	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhcB	STM3347	AAL22216	protein_coding	0	0	0	42	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1
yhcC	STM3329	AAL22198	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhcG	STM3332	AAL22201	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhcH	STM3335	AAL22204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhcK	STM3340	AAL22209	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhcM	STM3346	AAL22215	protein_coding	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24
yhcN	STM3361	AAL22230	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhcO	STM3363	AAL22232	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhcP	STM3364	AAL22233	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhcQ	STM3365	AAL22234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhcR	STM3366	AAL22235	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhcS	STM3367	AAL22236	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhdG	STM3384	AAL22253	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
yhdJ	STM3386	AAL22255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhdP	STM3369	AAL22238	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhdT	STM3381	AAL22250	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhdU	STM3387	AAL22256	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhdV	STM3392	AAL22261	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
yheL	STM3449	AAL22312	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yheM	STM3450	AAL22313	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yheN	STM3451	AAL22314	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yheO	STM3452	AAL22315	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yheR	STM3458	AAL22321	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yheS	STM3459	AAL22322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yheT	STM3462	AAL22324	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
yheU	STM3463	AAL22325	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yheV	STM3456	AAL22319	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhfA	STM3465	AAL22327	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
yhfC	STM3473	AAL22335	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
yhfG	STM3471	AAL22333	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
yhfK	STM3467	AAL22329	protein_coding	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
yhgG	STM3507	AAL22369	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhgH	STM3510	AAL22372	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yhgI	STM3511	AAL22373	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yhgN	STM3540	AAL22400	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhhA	STM3552	AAL22412	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhhF	STM3572	AAL22432	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhhJ	STM3585	AAL22445	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
yhhK	STM3565	AAL22425	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhhL	STM3573	AAL22433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhhM	STM3574	AAL22434	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhhN	STM3575	AAL22435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhhP	STM3578	AAL22438	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yhhQ	STM3579	AAL22439	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yhhS	STM3581	AAL22441	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
yhhT	STM3582	AAL22442	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yhhW	STM3544	AAL22404	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yhhX	STM3545	AAL22405	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yhhY	STM3546	AAL22406	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yhiH	STM3586	AAL22446	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
yhiI	STM3587	AAL22447	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhiN	STM3588	AAL22448	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhiP	STM3592	AAL22452	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
yhiQ	STM3593	AAL22453	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhiR	STM3596	AAL22456	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjB	STM3606	AAL22466	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yhjC	STM3607	AAL22467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjD	STM3608	AAL22468	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjE	STM3609	AAL22469	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjK	STM3615	AAL22475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjL	STM3616	AAL22476	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjN	STM3618	AAL22478	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhjO	STM3619	AAL22479	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yhjQ	STM3620	AAL22480	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjR	STM3621	AAL22481	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjS	STM3622	AAL22482	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
yhjT	STM3623	AAL22483	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjU	STM3624	AAL22484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjV	STM3625	AAL22486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yhjW	STM3635	AAL22495	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yhjY	STM3641	AAL22501	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiaB	STM3659	AAL22518	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yiaC	STM3643	AAL22503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yiaD	STM3645	AAL22505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yiaH	STM3658	AAL22517	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiaJ	STM3667	AAL22526	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiaK	STM3668	AAL22527	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yiaL	STM3669	AAL22528	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiaM	STM3671	AAL22530	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiaN	STM3672	AAL22531	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiaO	STM3673	AAL22532	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yibD	STM3707	AAL22566	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
yibF	STM3684	AAL22543	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yibN	STM3703	AAL22562	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yibP	STM3705	AAL22564	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yicC	STM3735	AAL22594	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yicF	STM3739	AAL22598	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
yicL	STM3765	AAL22623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yicM	STM3776	AAL22634	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yicN	STM3786	AAL22644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yidA	STM3831	AAL22690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yidC	STM3842	AAL22701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yidE	STM3807	AAL22666	protein_coding	0	0	0	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39
yidF	STM3803	AAL22663	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yidG	STM3804	AAL22664	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yidH	STM3805	AAL22665	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
yidQ	STM3810	AAL22669	protein_coding	0	0	0	40	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1
yidR	STM3811	AAL22670	protein_coding	0	1	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	38
yieO	STM3887	AAL22745	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
yieP	STM3888	AAL22746	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
yifA	STM3897	AAL22747	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
yifB	STM3899	AAL22749	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
yifE	STM3898	AAL22748	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
yifK	STM3930	AAL22779	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yifZ	STM4395	AAL23215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yigC	STM3738	AAL22597	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
yigC	STM3978	AAL22822	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yigI	STM3956	AAL22800	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yigL	STM3962	AAL22806	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yigM	STM3963	AAL22807	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yigN	STM3969	AAL22813	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
yigP	STM3971	AAL22815	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
yigQ	STM3706	AAL22565	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yigW	STM3976	AAL22820	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yigZ	STM3985	AAL22829	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
yihA	STM4001	AAL22840	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
yihD	STM3995	AAL22834	protein_coding	0	0	0	44	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	42
yihE	STM3996	AAL22835	protein_coding	0	0	0	38	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	36
yihG	STM3998	AAL22837	protein_coding	0	0	0	20	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2
yihI	STM4003	AAL22842	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
yihQ	STM4019	AAL22858	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihR	STM4020	AAL22859	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihS	STM4021	AAL22860	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihT	STM4022	AAL22861	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihU	STM4023	AAL22862	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
yihV	STM4024	AAL22863	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihW	STM4025	AAL22864	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihX	STM4026	AAL22865	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yihZ	STM4028	AAL22867	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yiiD	STM4029	AAL22868	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yiiG	STM4040	AAL22879	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yiiL	STM4043	AAL22883	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiiM	STM4056	AAL22896	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
yiiP	STM4061	AAL22901	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
yiiQ	STM4082	AAL22922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yiiR	STM4083	AAL22923	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yiiU	STM4088	AAL22928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yijC	STM4127	AAL22965	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
yijD	STM4128	AAL22966	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
yijF	STM4107	AAL22947	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
yjaB	STM4181	AAL23005	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
yjbA	STM4226	AAL23050	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
yjbE	STM4222	AAL23046	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
yjbF	STM4223	AAL23047	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
